1,0.0299811
2,0.1765075
3,0.2051083
4,0.147865
5,0.1069975
6,0.0838769
7,0.0793886
8,0.0594309
9,0.0443735
10,0.0307643
11,0.0176086
12,0.0095775
13,0.0051766
14,0.0022224
15,0.0007599
16,0.0002033
17,0.0000979
18,0.0000385
19,0.0000114
20,0.0000085
21,0.0000002
22,0.0000011
23,0.0000004
